476,202 
538,184 
560,184 
573,181 
575,182 
573,175 
568,172 
569,166 
568,165 
559,161 
550,159 
542,156 
536,154 
535,151 
531,148 
526,142 
520,141 
516,137 
512,133 
507,131 
502,126 
496,125 
494,123 
488,119 
487,119 
478,119 
478,112 
477,108 
472,104 
466,105 
461,100 
454,99 
446,98 
443,95 
440,95 
429,96 
419,95 
417,91 
411,89 
407,90 
401,90 
395,88 
392,91 
385,91 
373,91 
369,89 
363,92 
355,91 
354,92 
347,95 
338,96 
331,96 
325,95 
321,98 
314,100 
307,102 
303,103 
303,102 
304,102 
301,105 
298,109 
293,112 
290,115 
286,116 
283,119 
285,120 
281,123 
280,122 
275,122 
272,123 
268,130 
268,130 
268,130 
269,133 
265,137 
263,139 
261,142 
265,145 
262,151 
260,152 
259,154 
260,154 
256,154 
259,159 
257,163 
255,170 
253,172 
256,176 
257,177 
256,177 
255,181 
253,186 
252,191 
252,194 
249,198 
244,202 
244,208 
247,211 
250,212 
252,216 
250,219 
254,227 
252,228 
251,233 
250,234 
244,241 
241,243 
246,251 
244,256 
243,261 
240,262 
243,265 
238,272 
234,279 
232,285 
228,292 
225,295 
218,300 
211,307 
205,309 
201,314 
194,319 
185,323 
178,328 
170,330 
160,333 
153,338 
147,344 
133,348 
122,350 
117,357 
111,361 
101,363 
91,362 
80,361 
64,369 
57,368 
54,364 
41,368 
32,376 
30,379 
23,382 
15,381 
13,374 
11,377 
11,274 
13,221 
12,194 
12,179 
15,175 
18,171 
22,168 
25,164 
27,159 
35,156 
36,154 
38,151 
41,147 
43,142 
51,142 
56,141 
58,142 
69,143 
80,142 
85,142 
96,139 
98,139 
100,138 
109,136 
117,141 
124,138 
134,134 
141,131 
148,133 
158,133 
161,132 
170,129 
174,128 
181,130 
190,129 
196,124 
201,120 
205,121 
219,122 
225,121 
227,118 
229,115 
233,115 
235,112 
242,109 
248,108 
252,106 
256,106 
257,103 
258,102 
263,101 
265,99 
270,95 
270,93 
271,91 
278,88 
282,86 
279,85 
287,82 
291,80 
291,80 
293,78 
293,77 
295,73 
301,70 
305,70 
315,67 
313,63 
315,60 
322,58 
330,57 
335,56 
340,54 
344,57 
347,52 
350,51 
358,49 
365,48 
370,46 
377,48 
380,47 
384,42 
385,40 
396,40 
405,38 
410,39 
416,36 
423,36 
425,38 
432,42 
440,42 
439,43 
449,43 
456,44 
461,45 
466,46 
475,42 
481,40 
485,43 
489,44 
491,47 
499,48 
504,49 
509,47 
517,50 
523,54 
523,56 
525,59 
530,61 
535,62 
538,65 
538,66 
543,67 
548,68 
549,71 
556,74 
560,79 
563,81 
568,82 
572,83 
573,86 
578,88 
582,92 
590,97 
591,99 
598,98 
599,103 
601,107 
606,108 
611,108 
613,113 
614,116 
623,122 
626,125 
629,125 
634,132 
631,114 
635,105 
634,197 
634,241 
627,258 
622,265 
621,269 
622,271 
613,270 
614,270 
611,268 
610,262 
604,256 
600,249 
592,246 
585,246 
579,246 
572,244 
561,240 
555,237 
546,232 
544,230 
536,228 
534,227 
530,222 
526,220 
524,218 
520,210 
517,205 
523,202 
522,199 
518,195 
517,192 
510,192 
505,189 
500,186 
497,182 
499,180 
495,176 
493,173 
493,168 
491,165 
490,161 
490,153 
493,145 
485,141 
478,139 
471,134 
469,137 
467,134 
463,131 
457,125 
453,123 
448,122 
443,120 
434,117 
428,116 
422,115 
417,112 
409,113 
401,112 
399,109 
389,111 
386,113 
374,112 
368,108 
361,107 
359,108 
350,103 
341,105 
334,105 
325,107 
317,109 
310,108 
308,109 
301,109 
296,109 
294,109 
283,112 
282,117 
278,120 
272,118 
270,120 
264,121 
256,124 
249,127 
248,133 
245,133 
242,138 
236,140 
231,144 
224,142 
213,144 
208,145 
207,152 
202,156 
201,154 
198,155 
196,157 
184,160 
175,161 
172,166 
168,169 
163,172 
154,177 
148,175 
146,175 
142,177 
131,181 
125,183 
121,187 
116,191 
108,195 
101,198 
98,199 
93,199 
86,203 
78,205 
75,210 
72,211 
65,217 
59,220 
48,220 
42,220 
39,223 
37,227 
29,232 
24,235 
22,238 
18,237 
16,241 
10,257 
9,266 
214,257 
321,249 
385,237 
412,235 
430,231 
437,227 
439,229 
439,230 
438,229 
438,229 
442,228 
442,227 
442,229 
440,232 
442,231 
438,229 
437,229 
232,185 
118,170 
61,164 
35,161 
23,162 
18,160 
15,159 
15,160 
18,161 
22,159 
22,159 
24,159 
24,158 
28,157 
28,155 
26,153 
27,150 
31,147 
31,147 
36,147 
40,148 
41,145 
44,145 
50,148 
55,151 
59,153 
65,152 
68,154 
75,153 
80,156 
82,155 
89,160 
91,161 
96,166 
102,165 
108,165 
111,167 
115,167 
123,167 
130,169 
137,171 
140,172 
141,175 
148,174 
157,176 
161,175 
163,177 
169,177 
177,174 
184,176 
193,177 
201,174 
214,176 
223,176 
227,176 
231,177 
234,178 
237,178 
245,177 
254,177 
259,177 
260,174 
268,174 
276,174 
282,173 
286,171 
292,169 
300,167 
301,163 
307,161 
316,157 
320,157 
321,158 
328,155 
333,151 
338,150 
340,150 
348,147 
348,144 
350,140 
356,140 
366,137 
368,137 
369,136 
374,135 
379,129 
382,124 
385,124 
393,123 
401,122 
405,120 
408,117 
409,116 
415,113 
421,111 
424,108 
429,109 
435,108 
436,106 
442,103 
443,97 
447,95 
456,92 
463,91 
461,90 
469,90 
471,90 
473,89 
476,86 
480,84 
486,83 
490,80 
493,77 
497,76 
501,74 
511,69 
520,67 
523,66 
530,68 
534,65 
543,64 
546,63 
550,64 
552,65 
557,64 
564,65 
573,66 
576,66 
583,64 
588,61 
592,59 
597,61 
606,56 
610,57 
614,57 
615,58 
618,55 
618,56 
622,53 
622,52 
625,52 
622,55 
622,48 
621,41 
620,37 
624,31 
619,33 
611,33 
610,36 
609,34 
606,34 
608,35 
611,36 
611,35 
616,32 
616,28 
611,29 
613,31 
610,32 
611,32 
613,34 
613,35 
616,33 
617,31 
615,30 
615,31 
613,34 
614,33 
613,33 
615,36 
616,32 
612,33 
612,34 
637,207 
644,299 
643,342 
638,364 
629,373 
620,378 
615,382 
617,381 
613,376 
608,374 
603,371 
605,367 
603,363 
600,362 
597,355 
596,348 
600,344 
593,336 
585,335 
581,333 
574,328 
575,321 
570,318 
567,316 
557,319 
552,317 
547,311 
537,306 
534,304 
530,296 
526,292 
521,289 
515,286 
500,290 
497,286 
487,291 
484,284 
481,279 
477,274 
475,271 
464,269 
456,268 
446,265 
442,266 
436,267 
430,261 
426,259 
420,259 
413,256 
411,257 
402,260 
395,262 
391,261 
381,262 
373,259 
367,259 
363,261 
359,261 
351,262 
345,264 
341,265 
333,266 
324,265 
315,268 
306,270 
