310,11 
300,18 
287,26 
267,33 
244,47 
222,58 
202,68 
189,81 
179,91 
172,99 
172,101 
170,101 
173,106 
172,114 
168,121 
186,128 
158,155 
155,168 
144,187 
148,196 
148,200 
150,194 
146,188 
149,170 
156,150 
158,124 
153,101 
160,83 
162,62 
162,43 
162,32 
163,32 
163,33 
162,33 
162,33 
163,34 
166,39 
171,45 
180,52 
192,79 
207,80 
226,98 
246,120 
272,132 
283,116 
291,118 
308,103 
314,107 
315,99 
314,99 
304,143 
312,145 
306,137 
302,135 
295,131 
290,114 
284,127 
282,133 
271,129 
256,124 
239,118 
225,117 
206,117 
190,117 
166,117 
147,118 
124,135 
109,126 
86,146 
68,140 
52,148 
48,151 
48,166 
47,166 
43,171 
40,174 
32,184 
25,194 
25,193 
15,183 
26,167 
35,138 
38,114 
42,97 
44,87 
48,82 
49,80 
51,76 
60,68 
68,61 
79,52 
94,40 
112,31 
129,25 
140,21 
141,20 
133,25 
115,33 
87,40 
59,44 
50,50 
61,44 
81,40 
94,36 
117,40 
141,44 
164,50 
188,60 
209,69 
231,81 
250,97 
268,124 
281,132 
287,171 
292,186 
296,186 
299,188 
301,190 
301,190 
301,190 
301,190 
297,186 
295,185 
290,178 
287,163 
278,148 
270,118 
266,104 
262,99 
265,85 
269,69 
263,56 
266,51 
267,48 
267,43 
275,35 
277,32 
278,31 
277,32 
265,40 
248,51 
223,69 
195,89 
156,117 
108,151 
60,180 
46,186 
46,186 
50,190 
55,186 
75,173 
95,162 
108,155 
116,149 
103,159 
107,155 
94,166 
99,170 
82,173 
96,163 
104,157 
105,159 
131,138 
148,128 
161,116 
182,114 
187,118 
218,108 
243,107 
269,110 
285,114 
296,108 
297,110 
291,100 
293,92 
249,77 
234,64 
211,47 
189,32 
151,18 
118,14 
94,13 
97,13 
107,13 
126,15 
115,6 
150,12 
191,26 
252,66 
290,98 
301,147 
307,206 
307,226 
304,230 
308,224 
310,229 
308,223 
311,208 
306,228 
306,234 
307,219 
285,226 
208,229 
137,224 
73,212 
40,192 
224,72 
13,120 
19,121 
26,130 
32,138 
38,145 
44,150 
51,156 
57,158 
61,161 
73,164 
95,170 
119,175 
111,194 
174,177 
201,176 
221,176 
243,174 
261,171 
277,164 
286,151 
290,151 
292,151 
293,153 
293,152 
293,150 
293,150 
287,141 
288,141 
